timestamp,dev_dn,active_power_kw,day_cap_kwh,temperature_c,efficiency_pct,mppt_power_kw
2026-01-01T13:45:00Z,NE=146048777,0.007,0.53,13.5,75.69,0.003
2026-01-01T13:45:00Z,NE=146049818,0.005,0.54,13.4,72.47,0.006
2026-01-01T13:45:00Z,NE=193143992,0.038,1.48,14.2,83.74,0.038
2026-01-01T13:50:00Z,NE=146048777,0.005,0.53,13.5,74.08,0.013
2026-01-01T13:50:00Z,NE=146049818,0.013,0.54,13.4,77.3,0.016
2026-01-01T13:50:00Z,NE=193143992,0.033,1.48,14.2,82.13,0.038
2026-01-01T13:55:00Z,NE=146048777,0.003,0.53,13.3,72.47,0.007
2026-01-01T13:55:00Z,NE=146049818,0.008,0.54,13.4,74.08,0.013
2026-01-01T13:55:00Z,NE=193143992,0.033,1.48,14.1,82.13,0.04
2026-01-01T14:00:00Z,NE=146048777,0.009,0.54,13.3,77.3,0.003
2026-01-01T14:00:00Z,NE=146049818,0.007,0.54,13.4,74.08,0.013
2026-01-01T14:00:00Z,NE=193143992,0.025,1.48,14,78.91,0.033
2026-01-01T14:05:00Z,NE=146048777,0.003,0.54,13.3,72.47,0.013
2026-01-01T14:05:00Z,NE=146049818,0.009,0.54,13.4,74.08,0.018
2026-01-01T14:05:00Z,NE=193143992,0.043,1.49,14,85.35,0.043
2026-01-01T14:10:00Z,NE=146048777,0.003,0.54,13.3,72.47,0.005
2026-01-01T14:10:00Z,NE=146049818,0.004,0.54,13.4,72.47,0.008
2026-01-01T14:10:00Z,NE=193143992,0.024,1.49,14,78.91,0.033
2026-01-01T14:15:00Z,NE=146048777,0.001,0.54,13.3,72.47,0.002
2026-01-01T14:15:00Z,NE=146049818,0.004,0.54,13.2,72.47,0.008
2026-01-01T14:15:00Z,NE=193143992,0.024,1.49,14,78.91,0.033
2026-01-01T14:20:00Z,NE=146048777,0.001,0.54,13.3,72.47,0.001
2026-01-01T14:20:00Z,NE=146049818,0.003,0.54,13.4,72.47,0.008
2026-01-01T14:20:00Z,NE=193143992,0.021,1.49,14,77.3,0.031
2026-01-01T14:25:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T14:25:00Z,NE=146049818,0,0.54,13.2,0,0
2026-01-01T14:25:00Z,NE=193143992,0.016,1.5,14,75.69,0.021
